0,0.78096
9.9999e-05,0.7606
0.0002,0.72306
0.0003,0.67392
0.00039999,0.6174
0.00049999,0.55721
0.00059999,0.4967
0.00069999,0.43872
0.00079999,0.38463
0.00089999,0.33438
0.00099999,0.28836
0.0011,0.24703
0.0012,0.20995
0.0013,0.17651
0.0014,0.1473
0.0015,0.12317
0.0016,0.10465
0.0017,0.091745
0.0018,0.08284
0.0019,0.077532
0.002,0.076415
0.0021,0.077827
0.0022,0.07932
0.0023,0.079591
0.0024,0.077745
0.0025,0.073517
0.0026,0.067993
0.0027,0.061981
0.0028,0.05532
0.0029,0.048222
0.003,0.040869
0.0031,0.032815
0.0032,0.024656
0.0033,0.017864
0.0033999,0.012838
0.0034999,0.0099435
0.0035999,0.0095262
0.0036999,0.010563
0.0037999,0.012104
0.0038999,0.014035
0.0039999,0.016576
0.0040999,0.020178
0.0041999,0.025439
0.0042999,0.03243
0.0043999,0.03996
0.0044999,0.046874
0.0045999,0.052807
0.0046999,0.05752
0.0047999,0.061165
0.0048999,0.063733
0.0049999,0.065248
0.0050999,0.06576
0.0051999,0.065052
0.0052999,0.064064
0.0053999,0.063177
0.0054999,0.06101
0.0055999,0.05706
0.0056999,0.052053
0.0057999,0.044598
0.0058999,0.034067
0.0059999,0.023674
0.0060999,0.014986
0.0061999,0.0075774
0.0062999,0.0011071
0.0063999,-0.0046719
0.0064999,-0.0096394
0.0065999,-0.013309
0.0066999,-0.015108
0.0067999,-0.015882
0.0068999,-0.017015
0.0069999,-0.018908
0.0070999,-0.021236
0.0071999,-0.023866
0.0072999,-0.02695
0.0073999,-0.030728
0.0074999,-0.035503
0.0075999,-0.040864
0.0076999,-0.046316
0.0077999,-0.052225
0.0078999,-0.059285
0.0079999,-0.067941
0.0080999,-0.077099
0.0081999,-0.084943
0.0082999,-0.091759
0.0083999,-0.098402
0.0084999,-0.10386
0.0085999,-0.10822
0.0086999,-0.1132
0.0087999,-0.11912
0.0088999,-0.1256
0.0089999,-0.13178
0.0090999,-0.12452
0.0091999,-0.11617
0.0092999,-0.10824
0.0093999,-0.10231
0.0094999,-0.099092
0.0095999,-0.099437
0.0096999,-0.10378
0.0097999,-0.11155
0.0098999,-0.12179
0.0099999,-0.13354
0.0101,-0.14608
0.0102,-0.15869
0.0103,-0.17051
0.0104,-0.18049
0.0105,-0.18751
0.0106,-0.18948
0.0107,-0.18687
0.0108,-0.18282
0.0109,-0.17768
0.011,-0.17011
0.0111,-0.15983
0.0112,-0.14746
0.0113,-0.13338
0.0114,-0.11763
0.0115,-0.1012
0.0116,-0.085452
0.0117,-0.070532
0.0118,-0.055956
0.0119,-0.0427
0.012,-0.031857
0.0121,-0.023383
0.0122,-0.017299
0.0123,-0.013651
0.0124,-0.011767
0.0125,-0.010809
0.0126,-0.011179
0.0127,-0.012364
0.0128,-0.012047
0.0129,-0.0096836
0.013,-0.0068977
0.0131,-0.005449
0.0132,-0.0060883
0.0133,-0.0082441
0.0134,-0.011329
0.0135,-0.014909
0.0136,-0.018072
0.0137,-0.019746
0.0138,-0.019361
0.0139,-0.016874
0.014,-0.012645
0.0141,-0.0071465
0.0142,-0.001339
0.0143,0.0030511
0.0144,0.0061867
0.0145,0.010003
0.0146,0.015243
0.0147,0.022077
0.0148,0.031603
0.0149,0.044473
0.015,0.05834
0.0151,0.070026
0.0152,0.07942
0.0153,0.086819
0.0154,0.090443
0.0155,0.089456
0.0156,0.086212
0.0157,0.083187
0.0158,0.080944
0.0159,0.080302
0.016,0.082825
0.0161,0.08819
0.0162,0.09252
0.0163,0.092786
0.0164,0.089916
0.0165,0.08585
0.0166,0.080525
0.0167,0.071571
0.0168,0.058435
0.0169,0.043347
0.017,0.02645
0.0171,0.0062678
0.0172,-0.014884
0.0173,-0.03207
0.0174,-0.043708
0.0175,-0.050643
0.0176,-0.052882
0.0177,-0.050884
0.0178,-0.045581
0.0179,-0.037189
0.018,-0.02525
0.0181,-0.0091283
0.0182,0.010931
0.0183,0.03503
0.0184,0.063534
0.0185,0.093593
0.0186,0.12005
0.0187,0.13995
0.0188,0.1539
0.0189,0.16291
0.019,0.16489
0.0191,0.15784
0.0192,0.1455
0.0193,0.13335
0.0194,0.12221
0.0195,0.10964
0.0196,0.093416
0.0197,0.074031
0.0198,0.054306
0.0199,0.035634
0.02,0.017786
0.0201,0.00044778
0.0202,-0.016011
0.0203,-0.032672
0.0204,-0.049394
0.0205,-0.063114
0.0206,-0.075017
0.0207,-0.086752
0.0208,-0.096853
0.0209,-0.10553
0.021,-0.11316
0.0211,-0.11992
0.0212,-0.12834
0.0213,-0.14105
0.0214,-0.15832
0.0215,-0.17886
0.0216,-0.20121
0.0217,-0.22485
0.0218,-0.24995
0.0219,-0.27506
0.022,-0.29769
0.0221,-0.31705
0.0222,-0.33358
0.0223,-0.34663
0.0224,-0.35495
0.0225,-0.35916
0.0226,-0.36116
0.0227,-0.36205
0.0228,-0.36336
0.0229,-0.36583
0.023,-0.3671
0.0231,-0.36673
0.0232,-0.36637
0.0233,-0.36632
0.0234,-0.36681
0.0235,-0.36814
0.0236,-0.37047
0.0237,-0.37358
0.0238,-0.37682
0.0239,-0.37926
0.024,-0.37904
0.0241,-0.3745
0.0242,-0.36547
0.0243,-0.35388
0.0244,-0.34234
0.0245,-0.33127
0.0246,-0.31963
0.0247,-0.30698
0.0248,-0.29364
0.0249,-0.28089
0.025,-0.27077
0.0251,-0.26403
0.0252,-0.25884
0.0253,-0.25288
0.0254,-0.24512
0.0255,-0.23641
0.0256,-0.22855
0.0257,-0.22085
0.0258,-0.21064
0.0259,-0.197
0.026,-0.18063
0.0261,-0.16253
0.0262,-0.14396
0.0263,-0.12596
0.0264,-0.10921
0.0265,-0.094256
0.0266,-0.081382
0.0267,-0.070539
0.0268,-0.060858
0.0269,-0.050066
0.027,-0.036573
0.0271,-0.020341
0.0272,-0.001413
0.0273,0.019808
0.0274,0.042265
0.0275,0.064051
0.0276,0.082833
0.0277,0.098805
0.0278,0.11512
0.0279,0.13455
0.028,0.15808
0.0281,0.18549
0.0282,0.216
0.0283,0.2474
0.0284,0.27692
0.0285,0.30415
0.0286,0.32902
0.0287,0.35094
0.0288,0.37064
0.0289,0.38874
0.029,0.40483
0.0291,0.41875
0.0292,0.43027
0.0293,0.43876
0.0294,0.44433
0.0295,0.44788
0.0296,0.45
0.0297,0.45155
0.0298,0.45462
0.0299,0.46076
0.03,0.47023
0.0301,0.48323
0.0302,0.4999
0.0303,0.51908
0.0304,0.5397
0.0305,0.56211
0.0306,0.58576
0.0307,0.60758
0.0308,0.62469
0.0309,0.63729
0.031,0.64736
0.0311,0.65504
0.0312,0.65817
0.0313,0.6555
0.0314,0.64713
0.0315,0.63436
0.0316,0.6194
0.0317,0.60281
0.0318,0.58313
0.0319,0.55929
0.032,0.53195
0.0321,0.502
0.0322,0.47089
0.0323,0.44156
0.0324,0.41517
0.0325,0.39084
0.0326,0.3695
0.0327,0.35153
0.0328,0.33476
0.0329,0.3175
0.033,0.29982
0.0331,0.28074
0.0332,0.2574
0.0333,0.22869
0.0334,0.19622
0.0335,0.16258
0.0336,0.12968
0.0337,0.098414
0.0338,0.069865
0.033899,0.044842
0.033999,0.023048
0.034099,0.0037114
0.034199,-0.013795
0.034299,-0.029668
0.034399,-0.043615
0.034499,-0.055312
0.034599,-0.064763
0.034699,-0.072374
0.034799,-0.079809
0.034899,-0.086727
0.034999,-0.090528
0.035099,-0.092008
0.035199,-0.09228
0.035299,-0.090584
0.035399,-0.087529
0.035499,-0.085091
0.035599,-0.085374
0.035699,-0.090307
0.035799,-0.099399
0.035899,-0.11004
0.035999,-0.12205
0.036099,-0.1361
0.03619,-0.15066
0.03629,-0.16445
0.03639,-0.1788
0.03649,-0.19604
0.03659,-0.21717
0.03669,-0.24116
0.03679,-0.26574
0.03689,-0.2881
0.03699,-0.30691
0.03709,-0.32313
0.03719,-0.33772
0.03729,-0.35141
0.03739,-0.3642
0.03749,-0.37475
0.03759,-0.38339
0.03769,-0.39218
0.03779,-0.40213
0.03789,-0.41244
0.03799,-0.42308
0.03809,-0.43486
0.03819,-0.44749
