15,0.0099904,0.039811,0.0025119,0.019953,0.0050119,0.0057708
20,0.0099904,0.039811,0.0025119,0.019953,0.0050119,0.010398
25,0.0099904,0.039811,0.0025119,0.019953,0.0050119,0.010416
30,0.0099904,0.039811,0.0025119,0.019953,0.0050119,0.010276
35,0.0099904,0.039811,0.0025119,0.019953,0.0050119,0.0098258
40,0.0099904,0.039811,0.0025119,0.019953,0.0050119,0.01046
45,0.0099904,0.039811,0.0025119,0.019953,0.0050119,0.0099902
50,0.0099904,0.039811,0.0025119,0.019953,0.0050119,0.010582
55,0.0099904,0.039811,0.0025119,0.019953,0.0050119,0.010318
60,0.0099904,0.039811,0.0025119,0.019953,0.0050119,0.010183
65,0.0099904,0.039811,0.0025119,0.019953,0.0050119,0.010724
70,0.0099904,0.039811,0.0025119,0.019953,0.0050119,0.01154
75,0.0099904,0.039811,0.0025119,0.019953,0.0050119,0.010272
80,0.0099904,0.039811,0.0025119,0.019953,0.0050119,0.0091135
85,0.0099904,0.039811,0.0025119,0.019953,0.0050119,0.0095339
90,0.0099904,0.039811,0.0025119,0.019953,0.0050119,0.0090751
95,0.0099904,0.039811,0.0025119,0.019953,0.0050119,0.010035
100,0.0099904,0.039811,0.0025119,0.019953,0.0050119,0.010723
105,0.0099904,0.039811,0.0025119,0.019953,0.0050119,0.01024
110,0.010768,0.04291,0.0027074,0.021506,0.005402,0.011618
115,0.011766,0.046885,0.0029582,0.023498,0.0059024,0.012113
120,0.012807,0.051036,0.0032201,0.025578,0.006425,0.011381
125,0.013893,0.055362,0.0034931,0.027747,0.0069696,0.012836
130,0.015023,0.059863,0.0037771,0.030003,0.0075363,0.01491
135,0.016196,0.06454,0.0040722,0.032347,0.0081251,0.01718
140,0.017414,0.069392,0.0043783,0.034778,0.0087359,0.016707
145,0.018675,0.074419,0.0046955,0.037298,0.0093688,0.018977
150,0.019981,0.079621,0.0050238,0.039905,0.010024,0.021089
155,0.019981,0.079621,0.0050238,0.039905,0.010024,0.020273
160,0.019981,0.079621,0.0050238,0.039905,0.010024,0.021535
165,0.019981,0.079621,0.0050238,0.039905,0.010024,0.020233
170,0.019981,0.079621,0.0050238,0.039905,0.010024,0.018538
175,0.019981,0.079621,0.0050238,0.039905,0.010024,0.020292
180,0.019981,0.079621,0.0050238,0.039905,0.010024,0.021023
185,0.019981,0.079621,0.0050238,0.039905,0.010024,0.019994
190,0.019981,0.079621,0.0050238,0.039905,0.010024,0.023085
195,0.019981,0.079621,0.0050238,0.039905,0.010024,0.022548
200,0.019981,0.079621,0.0050238,0.039905,0.010024,0.021185
205,0.019981,0.079621,0.0050238,0.039905,0.010024,0.024944
210,0.019981,0.079621,0.0050238,0.039905,0.010024,0.023788
215,0.019981,0.079621,0.0050238,0.039905,0.010024,0.021806
220,0.019981,0.079621,0.0050238,0.039905,0.010024,0.021874
225,0.019981,0.079621,0.0050238,0.039905,0.010024,0.019397
230,0.019981,0.079621,0.0050238,0.039905,0.010024,0.018702
235,0.019981,0.079621,0.0050238,0.039905,0.010024,0.021621
240,0.019981,0.079621,0.0050238,0.039905,0.010024,0.02077
245,0.019981,0.079621,0.0050238,0.039905,0.010024,0.020422
250,0.019981,0.079621,0.0050238,0.039905,0.010024,0.02082
255,0.019981,0.079621,0.0050238,0.039905,0.010024,0.018629
260,0.019981,0.079621,0.0050238,0.039905,0.010024,0.020124
265,0.019981,0.079621,0.0050238,0.039905,0.010024,0.02041
270,0.019981,0.079621,0.0050238,0.039905,0.010024,0.021491
